ts_ns,exchange,feed,source_engine_ts_ns,source_system_ts_ns,price,direction,event_type,client_order_id,side,size,reference_source,reference_ts_ns,reference_price,quote_internal_us,cancel_internal_us,quote_external_us,cancel_external_us,sent_ts_ns
1760671831497668865,gate,cancel_ack,,,0.09696000,sell,report,t-gate-s-2474,ask,,,,,,,,20985,1760671831007567600
1760671831500654060,bybit,orderbook,1760671831450000000,1760671831464000000,0.09688570,,market,,,,,,,,,,,
1760671831500516794,binance,bbo,1760671831499000000,1760671831499000000,0.09686658,,market,,,,,,,,,,,
1760671831520679257,bybit,orderbook,1760671831467000000,1760671831484000000,0.09688570,,market,,,,,,,,,,,
1760671831537294560,bybit,trade,1760671831499000000,1760671831500000000,0.09687070,sell,market,,,,,,,,,,,
1760671831528953626,binance,bbo,1760671831528000000,1760671831528000000,0.09686158,,market,,,,,,,,,,,
1760671831542179977,bybit,orderbook,1760671831502000000,1760671831504000000,0.09688542,,market,,,,,,,,,,,
1760671831551433062,bybit,bbo,1760671831512000000,1760671831514000000,0.09685042,,market,,,,,,,,,,,
1760671831548106550,bybit,trade,1760671831509000000,1760671831510000000,0.09683042,sell,market,,,,,,,,,,,
1760671831549094531,binance,bbo,1760671831547000000,1760671831547000000,0.09679171,,market,,,,,,,,,,,
1760671831547472984,binance,trade,1760671831542000000,1760671831546000000,0.09680671,sell,market,,,,,,,,,,,
1760671831554683670,gate,bbo,1760671831554000000,1760671831554000000,0.09682500,,market,,,,,,,,,,,
1760671831551654719,bitget,orderbook,1760671831547000000,1760671831549000000,0.09687245,,market,,,,,,,,,,,
1760671831557809897,gate,quote,,,0.09674000,buy,quote,t-gate-b-2475,bid,100.00000000,gate_bbo,1760671831554683670,0.09682500,15,,,,1760671831557809897
1760671831557809897,gate,quote,,,0.09691000,sell,quote,t-gate-s-2476,ask,100.00000000,gate_bbo,1760671831554683670,0.09682500,15,,,,1760671831557809897
1760671831562748309,gate,cancel,,,0.09674000,buy,cancel,t-gate-b-2475,bid,100.00000000,binance_bbo_adj,1760671831562669217,0.09679171,,78,,,1760671831562748309
1760671831562748309,gate,cancel,,,0.09691000,sell,cancel,t-gate-s-2476,ask,100.00000000,binance_bbo_adj,1760671831562669217,0.09679171,,78,,,1760671831562748309
1760671831561295319,bybit,orderbook,1760671831522000000,1760671831525000000,0.09683033,,market,,,,,,,,,,,
1760671831570885612,bybit,bbo,1760671831531000000,1760671831535000000,0.09683033,,market,,,,,,,,,,,
1760671831562669217,binance,bbo,1760671831561000000,1760671831561000000,0.09679185,,market,,,,,,,,,,,
1760671831567923842,gate,bbo,1760671831567000000,1760671831567000000,0.09681500,,market,,,,,,,,,,,
1760671831573354981,bitget,orderbook,1760671831568000000,1760671831549000000,0.09682711,,market,,,,,,,,,,,
1760671831573354981,bitget,bbo,1760671831568000000,1760671831571000000,0.09679961,,market,,,,,,,,,,,
1760671831577485227,gate,quote_ack,,,0.09674000,buy,report,t-gate-b-2475,bid,,,,,,,19674,14736,1760671831557809897
1760671831577487195,gate,quote_ack,,,0.09691000,sell,report,t-gate-s-2476,ask,,,,,,,19677,14738,1760671831557809897
1760671831577487958,gate,cancel_ack,,,0.09674000,buy,report,t-gate-b-2475,bid,,,,,,,,,1760671831557809897
1760671831577488866,gate,cancel_ack,,,0.09691000,sell,report,t-gate-s-2476,ask,,,,,,,,,1760671831557809897
1760671831581113156,bybit,orderbook,1760671831542000000,1760671831545000000,0.09683521,,market,,,,,,,,,,,
1760671831590705366,bybit,bbo,1760671831552000000,1760671831554000000,0.09685021,,market,,,,,,,,,,,
1760671831578913273,gate,bbo,1760671831578000000,1760671831578000000,0.09681000,,market,,,,,,,,,,,
1760671831601089609,bybit,orderbook,1760671831562000000,1760671831565000000,0.09684500,,market,,,,,,,,,,,
1760671831610685960,bybit,bbo,1760671831572000000,1760671831574000000,0.09684500,,market,,,,,,,,,,,
1760671831616334513,bybit,trade,1760671831578000000,1760671831579000000,0.09677000,sell,market,,,,,,,,,,,
1760671831615460197,gate,bbo,1760671831614000000,1760671831615000000,0.09681000,,market,,,,,,,,,,,
1760671831620806316,bybit,orderbook,1760671831583000000,1760671831584000000,0.09678518,,market,,,,,,,,,,,
1760671831630624130,bybit,bbo,1760671831592000000,1760671831594000000,0.09678018,,market,,,,,,,,,,,
1760671831620725815,binance,bbo,1760671831619000000,1760671831619000000,0.09679218,,market,,,,,,,,,,,
1760671831636104076,gate,bbo,1760671831635000000,1760671831635000000,0.09680000,,market,,,,,,,,,,,
1760671831650790714,bybit,bbo,1760671831608000000,1760671831614000000,0.09679029,,market,,,,,,,,,,,
1760671831650187293,gate,bbo,1760671831649000000,1760671831649000000,0.09680500,,market,,,,,,,,,,,
1760671831657898616,gate,quote,,,0.09671000,buy,quote,t-gate-b-2477,bid,100.00000000,bybit_bbo_adj,1760671831650790714,0.09679029,13,,,,1760671831657898616
1760671831657898616,gate,quote,,,0.09687000,sell,quote,t-gate-s-2478,ask,100.00000000,bybit_bbo_adj,1760671831650790714,0.09679029,13,,,,1760671831657898616
1760671831660861300,bybit,orderbook,1760671831617000000,1760671831624000000,0.09679029,,market,,,,,,,,,,,
1760671831673140154,bitget,orderbook,1760671831568000000,1760671831549000000,0.09682734,,market,,,,,,,,,,,
1760671831673140154,bitget,bbo,1760671831669000000,1760671831671000000,0.09680284,,market,,,,,,,,,,,
1760671831677280048,gate,quote_ack,,,0.09671000,buy,report,t-gate-b-2477,bid,,,,,,,19380,,1760671831657898616
1760671831677281802,gate,quote_ack,,,0.09687000,sell,report,t-gate-s-2478,ask,,,,,,,19383,,1760671831657898616
1760671831680925249,bybit,orderbook,1760671831641000000,1760671831645000000,0.09678029,,market,,,,,,,,,,,
1760671831680920812,bybit,bbo,1760671831641000000,1760671831645000000,0.09678029,,market,,,,,,,,,,,
1760671831700791874,bybit,orderbook,1760671831652000000,1760671831664000000,0.09678029,,market,,,,,,,,,,,
1760671831716166979,binance,bbo,1760671831714000000,1760671831714000000,0.09678225,,market,,,,,,,,,,,
1760671831699427028,binance,trade,1760671831542000000,1760671831697000000,0.09679725,sell,market,,,,,,,,,,,
1760671831702224280,bitget,orderbook,1760671831697000000,1760671831700000000,0.09681734,,market,,,,,,,,,,,
1760671831720620902,bybit,orderbook,1760671831681000000,1760671831684000000,0.09678035,,market,,,,,,,,,,,
1760671831734505453,binance,bbo,1760671831733000000,1760671831733000000,0.09678740,,market,,,,,,,,,,,
1760671831717562318,binance,trade,1760671831714000000,1760671831716000000,0.09677740,sell,market,,,,,,,,,,,
1760671831720151088,gate,bbo,1760671831719000000,1760671831719000000,0.09680000,,market,,,,,,,,,,,
1760671831742266410,bybit,orderbook,1760671831701000000,1760671831704000000,0.09678047,,market,,,,,,,,,,,
1760671831739923863,gate,bbo,1760671831739000000,1760671831739000000,0.09680000,,market,,,,,,,,,,,
1760671831760694434,bybit,orderbook,1760671831716000000,1760671831724000000,0.09678047,,market,,,,,,,,,,,
1760671831783158312,bitget,orderbook,1760671831697000000,1760671831700000000,0.09681695,,market,,,,,,,,,,,
1760671831783158312,bitget,bbo,1760671831779000000,1760671831781000000,0.09679995,,market,,,,,,,,,,,
1760671831801319737,bybit,orderbook,1760671831757000000,1760671831764000000,0.09678047,,market,,,,,,,,,,,
1760671831810478188,bybit,bbo,1760671831773000000,1760671831774000000,0.09678547,,market,,,,,,,,,,,
1760671831821308684,bybit,orderbook,1760671831777000000,1760671831784000000,0.09678547,,market,,,,,,,,,,,
1760671831841205814,bybit,orderbook,1760671831790000000,1760671831804000000,0.09678547,,market,,,,,,,,,,,
1760671831850703802,bitget,orderbook,1760671831847000000,1760671831848000000,0.09681695,,market,,,,,,,,,,,
1760671831869487282,binance,trade,1760671831714000000,1760671831868000000,0.09676768,sell,market,,,,,,,,,,,
1760671831865413278,gate,bbo,1760671831864000000,1760671831865000000,0.09680000,,market,,,,,,,,,,,
1760671831891438067,bybit,bbo,1760671831851000000,1760671831854000000,0.09678550,,market,,,,,,,,,,,
1760671831882601989,bitget,orderbook,1760671831847000000,1760671831848000000,0.09681774,,market,,,,,,,,,,,
1760671831882601989,bitget,bbo,1760671831880000000,1760671831880000000,0.09680074,,market,,,,,,,,,,,
1760671831900560060,bybit,orderbook,1760671831851000000,1760671831864000000,0.09678550,,market,,,,,,,,,,,
1760671831921121695,gate,cancel,,,0.09671000,buy,cancel,t-gate-b-2477,bid,100.00000000,bitget_trade_adj,1760671831921047169,0.09674274,,73,,,1760671831921121695
1760671831921121695,gate,cancel,,,0.09687000,sell,cancel,t-gate-s-2478,ask,100.00000000,bitget_trade_adj,1760671831921047169,0.09674274,,73,,,1760671831921121695
1760671831921047169,bitget,trade,1760671831911000000,1760671831919000000,0.09674274,sell,market,,,,,,,,,,,
1760671831937982656,gate,cancel_ack,,,0.09671000,buy,report,t-gate-b-2477,bid,,,,,,,,16860,1760671831657898616
1760671831937984650,gate,cancel_ack,,,0.09687000,sell,report,t-gate-s-2478,ask,,,,,,,,16862,1760671831657898616
1760671831994850580,gate,bbo,1760671831994000000,1760671831994000000,0.09679500,,market,,,,,,,,,,,
1760671832007757775,gate,quote,,,0.09672000,buy,quote,t-gate-b-2479,bid,100.00000000,bitget_bbo_adj,1760671832002632165,0.09680170,16,,,,1760671832007757775
1760671832007757775,gate,quote,,,0.09688000,sell,quote,t-gate-s-2480,ask,100.00000000,bitget_bbo_adj,1760671832002632165,0.09680170,16,,,,1760671832007757775
1760671832015465859,binance,bbo,1760671832014000000,1760671832014000000,0.09679308,,market,,,,,,,,,,,
1760671832002632165,bitget,orderbook,1760671831847000000,1760671831848000000,0.09681870,,market,,,,,,,,,,,
1760671832002632165,bitget,bbo,1760671831998000000,1760671832000000000,0.09680170,,market,,,,,,,,,,,
1760671832017586823,gate,quote_ack,,,0.09672000,buy,report,t-gate-b-2479,bid,,,,,,,9828,,1760671832007757775
1760671832017588002,gate,quote_ack,,,0.09688000,sell,report,t-gate-s-2480,ask,,,,,,,9830,,1760671832007757775
1760671832019362325,gate,bbo,1760671832018000000,1760671832019000000,0.09680000,,market,,,,,,,,,,,
1760671832074391657,binance,bbo,1760671832073000000,1760671832073000000,0.09679317,,market,,,,,,,,,,,
1760671832101238178,bybit,orderbook,1760671832050000000,1760671832064000000,0.09678580,,market,,,,,,,,,,,
1760671832112461668,bitget,orderbook,1760671831847000000,1760671832001000000,0.09681856,,market,,,,,,,,,,,
1760671832112461668,bitget,bbo,1760671832110000000,1760671832110000000,0.09680156,,market,,,,,,,,,,,
1760671832151108042,bitget,orderbook,1760671832147000000,1760671832148000000,0.09681856,,market,,,,,,,,,,,
1760671832180829800,bybit,orderbook,1760671832141000000,1760671832144000000,0.09678580,,market,,,,,,,,,,,
1760671832200771365,bybit,orderbook,1760671832154000000,1760671832164000000,0.09678580,,market,,,,,,,,,,,
1760671832254877038,binance,bbo,1760671832253000000,1760671832253000000,0.09679317,,market,,,,,,,,,,,
1760671832240030045,bitget,orderbook,1760671832147000000,1760671832148000000,0.09681856,,market,,,,,,,,,,,
1760671832240030045,bitget,bbo,1760671832236000000,1760671832238000000,0.09680156,,market,,,,,,,,,,,
1760671832267850856,gate,bbo,1760671832267000000,1760671832267000000,0.09680500,,market,,,,,,,,,,,
1760671832290433439,binance,bbo,1760671832289000000,1760671832289000000,0.09681364,,market,,,,,,,,,,,
1760671832284180640,binance,trade,1760671832253000000,1760671832283000000,0.09680864,buy,market,,,,,,,,,,,
1760671832296071379,gate,bbo,1760671832295000000,1760671832295000000,0.09681000,,market,,,,,,,,,,,
1760671832300649834,bybit,orderbook,1760671832260000000,1760671832264000000,0.09678587,,market,,,,,,,,,,,
1760671832301726788,bybit,bbo,1760671832264000000,1760671832265000000,0.09678587,,market,,,,,,,,,,,
1760671832300778353,bitget,orderbook,1760671832297000000,1760671832298000000,0.09681930,,market,,,,,,,,,,,
1760671832320669116,bybit,orderbook,1760671832268000000,1760671832284000000,0.09678587,,market,,,,,,,,,,,
1760671832324895275,binance,bbo,1760671832323000000,1760671832323000000,0.09680364,,market,,,,,,,,,,,
1760671832340609471,bybit,orderbook,1760671832300000000,1760671832304000000,0.09678587,,market,,,,,,,,,,,
1760671832355453736,bybit,trade,1760671832317000000,1760671832318000000,0.09679087,buy,market,,,,,,,,,,,
1760671832360667511,bybit,orderbook,1760671832323000000,1760671832324000000,0.09681075,,market,,,,,,,,,,,
1760671832370709362,bybit,bbo,1760671832333000000,1760671832334000000,0.09682075,,market,,,,,,,,,,,
1760671832372124611,bybit,trade,1760671832333000000,1760671832335000000,0.09679075,sell,market,,,,,,,,,,,
1760671832370641820,binance,bbo,1760671832368000000,1760671832369000000,0.09680362,,market,,,,,,,,,,,
1760671832371399932,gate,bbo,1760671832370000000,1760671832371000000,0.09680000,,market,,,,,,,,,,,
1760671832358812058,bitget,orderbook,1760671832297000000,1760671832298000000,0.09681928,,market,,,,,,,,,,,
1760671832358812058,bitget,bbo,1760671832354000000,1760671832356000000,0.09680378,,market,,,,,,,,,,,
1760671832380924186,bybit,orderbook,1760671832339000000,1760671832344000000,0.09680071,,market,,,,,,,,,,,
1760671832390498957,bybit,bbo,1760671832351000000,1760671832354000000,0.09680071,,market,,,,,,,,,,,
1760671832377269047,bybit,trade,1760671832339000000,1760671832340000000,0.09678071,sell,market,,,,,,,,,,,
1760671832395153203,gate,bbo,1760671832394000000,1760671832394000000,0.09679500,,market,,,,,,,,,,,
1760671832401116754,bybit,orderbook,1760671832359000000,1760671832364000000,0.09680071,,market,,,,,,,,,,,
1760671832410528431,bybit,bbo,1760671832370000000,1760671832374000000,0.09680071,,market,,,,,,,,,,,
1760671832420861564,bybit,orderbook,1760671832381000000,1760671832384000000,0.09680071,,market,,,,,,,,,,,
1760671832436467391,binance,trade,1760671832280000000,1760671832434000000,0.09681857,buy,market,,,,,,,,,,,
1760671832451385432,bitget,orderbook,1760671832447000000,1760671832449000000,0.09681922,,market,,,,,,,,,,,
1760671832471373353,bitget,orderbook,1760671832447000000,1760671832449000000,0.09681922,,market,,,,,,,,,,,
1760671832471373353,bitget,bbo,1760671832467000000,1760671832469000000,0.09680822,,market,,,,,,,,,,,
1760671832478573329,gate,cancel,,,0.09672000,buy,cancel,t-gate-b-2479,bid,100.00000000,bitget_trade_adj,1760671832478477402,0.09685422,,95,,,1760671832478573329
1760671832478573329,gate,cancel,,,0.09688000,sell,cancel,t-gate-s-2480,ask,100.00000000,bitget_trade_adj,1760671832478477402,0.09685422,,95,,,1760671832478573329
1760671832480571232,bybit,orderbook,1760671832437000000,1760671832444000000,0.09680071,,market,,,,,,,,,,,
1760671832490812232,bybit,bbo,1760671832451000000,1760671832454000000,0.09680071,,market,,,,,,,,,,,
1760671832478477402,bitget,trade,1760671832466000000,1760671832476000000,0.09686422,buy,market,,,,,,,,,,,
1760671832497935090,gate,cancel_ack,,,0.09672000,buy,report,t-gate-b-2479,bid,,,,,,,,19360,1760671832007757775
1760671832497937409,gate,cancel_ack,,,0.09688000,sell,report,t-gate-s-2480,ask,,,,,,,,19363,1760671832007757775
1760671832500907967,bybit,orderbook,1760671832457000000,1760671832465000000,0.09680071,,market,,,,,,,,,,,
1760671832558031152,gate,quote,,,0.09672000,buy,quote,t-gate-b-2481,bid,100.00000000,bybit_bbo_adj,1760671832490812232,0.09680071,11,,,,1760671832558031152
1760671832558031152,gate,quote,,,0.09688000,sell,quote,t-gate-s-2482,ask,100.00000000,bybit_bbo_adj,1760671832490812232,0.09680071,11,,,,1760671832558031152
1760671832575583379,binance,bbo,1760671832574000000,1760671832574000000,0.09679857,,market,,,,,,,,,,,
1760671832577684992,gate,quote_ack,,,0.09672000,buy,report,t-gate-b-2481,bid,,,,,,,19652,,1760671832558031152
1760671832577687101,gate,quote_ack,,,0.09688000,sell,report,t-gate-s-2482,ask,,,,,,,19655,,1760671832558031152
1760671832579510663,gate,cancel,,,0.09672000,buy,cancel,t-gate-b-2481,bid,100.00000000,bitget_bbo_adj,1760671832579420369,0.09683422,,87,,,1760671832579510663
1760671832579510663,gate,cancel,,,0.09688000,sell,cancel,t-gate-s-2482,ask,100.00000000,bitget_bbo_adj,1760671832579420369,0.09683422,,87,,,1760671832579510663
1760671832590629568,bybit,bbo,1760671832552000000,1760671832554000000,0.09680071,,market,,,,,,,,,,,
1760671832583425885,binance,bbo,1760671832581000000,1760671832582000000,0.09679857,,market,,,,,,,,,,,
1760671832579420369,bitget,orderbook,1760671832447000000,1760671832449000000,0.09681922,,market,,,,,,,,,,,
1760671832579420369,bitget,bbo,1760671832575000000,1760671832577000000,0.09683422,,market,,,,,,,,,,,
1760671832597766208,gate,cancel_ack,,,0.09672000,buy,report,t-gate-b-2481,bid,,,,,,,,18254,1760671832558031152
1760671832597768546,gate,cancel_ack,,,0.09688000,sell,report,t-gate-s-2482,ask,,,,,,,,18257,1760671832558031152
1760671832600567866,bybit,orderbook,1760671832562000000,1760671832564000000,0.09680071,,market,,,,,,,,,,,
1760671832599527554,binance,bbo,1760671832597000000,1760671832597000000,0.09679857,,market,,,,,,,,,,,
1760671832602424165,binance,trade,1760671832572000000,1760671832600000000,0.09680857,buy,market,,,,,,,,,,,
1760671832600943470,bitget,orderbook,1760671832597000000,1760671832598000000,0.09681922,,market,,,,,,,,,,,
1760671832624178869,binance,bbo,1760671832622000000,1760671832622000000,0.09681344,,market,,,,,,,,,,,
1760671832636487562,gate,bbo,1760671832635000000,1760671832636000000,0.09680000,,market,,,,,,,,,,,
1760671832650725830,bybit,bbo,1760671832612000000,1760671832614000000,0.09680568,,market,,,,,,,,,,,
1760671832657843388,gate,quote,,,0.09672000,buy,quote,t-gate-b-2483,bid,100.00000000,bybit_bbo_adj,1760671832650725830,0.09680568,21,,,,1760671832657843388
1760671832657843388,gate,quote,,,0.09689000,sell,quote,t-gate-s-2484,ask,100.00000000,bybit_bbo_adj,1760671832650725830,0.09680568,21,,,,1760671832657843388
1760671832660566638,bybit,orderbook,1760671832617000000,1760671832624000000,0.09680568,,market,,,,,,,,,,,
1760671832670862983,bybit,bbo,1760671832633000000,1760671832635000000,0.09680068,,market,,,,,,,,,,,
1760671832677978425,gate,quote_ack,,,0.09672000,buy,report,t-gate-b-2483,bid,,,,,,,20133,,1760671832657843388
1760671832677980565,gate,quote_ack,,,0.09689000,sell,report,t-gate-s-2484,ask,,,,,,,20136,,1760671832657843388
1760671832680986095,bybit,orderbook,1760671832639000000,1760671832645000000,0.09680568,,market,,,,,,,,,,,
1760671832690663123,bybit,bbo,1760671832651000000,1760671832654000000,0.09680068,,market,,,,,,,,,,,
1760671832682153187,bitget,orderbook,1760671832597000000,1760671832598000000,0.09681897,,market,,,,,,,,,,,
1760671832682153187,bitget,bbo,1760671832679000000,1760671832680000000,0.09682047,,market,,,,,,,,,,,
1760671832700877595,bybit,orderbook,1760671832656000000,1760671832664000000,0.09680568,,market,,,,,,,,,,,
1760671832710515902,bybit,bbo,1760671832667000000,1760671832674000000,0.09681068,,market,,,,,,,,,,,
1760671832720554247,bybit,orderbook,1760671832677000000,1760671832684000000,0.09681068,,market,,,,,,,,,,,
1760671832730586246,bybit,bbo,1760671832687000000,1760671832694000000,0.09681568,,market,,,,,,,,,,,
1760671832756288218,gate,cancel,,,0.09672000,buy,cancel,t-gate-b-2483,bid,100.00000000,bybit_trade_adj,1760671832756208740,0.09677068,,78,,,1760671832756288218
1760671832756288218,gate,cancel,,,0.09689000,sell,cancel,t-gate-s-2484,ask,100.00000000,bybit_trade_adj,1760671832756208740,0.09677068,,78,,,1760671832756288218
1760671832740650462,bybit,orderbook,1760671832696000000,1760671832704000000,0.09681568,,market,,,,,,,,,,,
1760671832751164747,bybit,bbo,1760671832712000000,1760671832715000000,0.09680068,,market,,,,,,,,,,,
1760671832756208740,bybit,trade,1760671832717000000,1760671832719000000,0.09677068,sell,market,,,,,,,,,,,
1760671832756712533,binance,bbo,1760671832755000000,1760671832755000000,0.09680844,,market,,,,,,,,,,,
1760671832752832433,binance,trade,1760671832597000000,1760671832751000000,0.09678844,sell,market,,,,,,,,,,,
1760671832752905200,bitget,orderbook,1760671832747000000,1760671832750000000,0.09681897,,market,,,,,,,,,,,
1760671832757770894,gate,cancel_ack,,,0.09672000,buy,report,t-gate-b-2483,bid,,,,,,,,1481,1760671832657843388
1760671832757772555,gate,cancel_ack,,,0.09689000,sell,report,t-gate-s-2484,ask,,,,,,,,1484,1760671832657843388
1760671832760850246,bybit,orderbook,1760671832722000000,1760671832724000000,0.09681568,,market,,,,,,,,,,,
1760671832760845113,bybit,bbo,1760671832722000000,1760671832724000000,0.09679068,,market,,,,,,,,,,,
1760671832780643562,bybit,orderbook,1760671832740000000,1760671832744000000,0.09681558,,market,,,,,,,,,,,
1760671832790680906,bybit,bbo,1760671832747000000,1760671832754000000,0.09679558,,market,,,,,,,,,,,
1760671832794063688,binance,bbo,1760671832792000000,1760671832792000000,0.09681339,,market,,,,,,,,,,,
1760671832794750058,gate,bbo,1760671832793000000,1760671832794000000,0.09680000,,market,,,,,,,,,,,
1760671832786114899,bitget,orderbook,1760671832747000000,1760671832750000000,0.09681911,,market,,,,,,,,,,,
1760671832786114899,bitget,bbo,1760671832781000000,1760671832784000000,0.09682061,,market,,,,,,,,,,,
1760671832807740107,gate,quote,,,0.09674000,buy,quote,t-gate-b-2485,bid,100.00000000,binance_bbo_adj,1760671832803650370,0.09681839,15,,,,1760671832807740107
1760671832807740107,gate,quote,,,0.09690000,sell,quote,t-gate-s-2486,ask,100.00000000,binance_bbo_adj,1760671832803650370,0.09681839,15,,,,1760671832807740107
1760671832800583011,bybit,orderbook,1760671832747000000,1760671832764000000,0.09681558,,market,,,,,,,,,,,
1760671832810660555,bybit,bbo,1760671832769000000,1760671832774000000,0.09680058,,market,,,,,,,,,,,
1760671832803650370,binance,bbo,1760671832802000000,1760671832802000000,0.09681839,,market,,,,,,,,,,,
1760671832817776663,gate,quote_ack,,,0.09674000,buy,report,t-gate-b-2485,bid,,,,,,,10035,,1760671832807740107
1760671832817778017,gate,quote_ack,,,0.09690000,sell,report,t-gate-s-2486,ask,,,,,,,10037,,1760671832807740107
1760671832836072019,gate,cancel,,,0.09674000,buy,cancel,t-gate-b-2485,bid,100.00000000,bybit_trade_adj,1760671832835994877,0.09678058,,76,,,1760671832836072019
1760671832836072019,gate,cancel,,,0.09690000,sell,cancel,t-gate-s-2486,ask,100.00000000,bybit_trade_adj,1760671832835994877,0.09678058,,76,,,1760671832836072019
1760671832820649164,bybit,orderbook,1760671832777000000,1760671832784000000,0.09681558,,market,,,,,,,,,,,
1760671832831093416,bybit,bbo,1760671832791000000,1760671832795000000,0.09680558,,market,,,,,,,,,,,
1760671832835994877,bybit,trade,1760671832797000000,1760671832799000000,0.09678058,sell,market,,,,,,,,,,,
1760671832837578851,gate,cancel_ack,,,0.09674000,buy,report,t-gate-b-2485,bid,,,,,,,,1506,1760671832807740107
1760671832837580057,gate,cancel_ack,,,0.09690000,sell,report,t-gate-s-2486,ask,,,,,,,,1507,1760671832807740107
1760671832840930202,bybit,orderbook,1760671832802000000,1760671832805000000,0.09681558,,market,,,,,,,,,,,
1760671832850808546,bybit,bbo,1760671832809000000,1760671832814000000,0.09680058,,market,,,,,,,,,,,
1760671832860932813,bybit,orderbook,1760671832814000000,1760671832825000000,0.09681558,,market,,,,,,,,,,,
1760671832870978397,bybit,bbo,1760671832832000000,1760671832835000000,0.09680558,,market,,,,,,,,,,,
1760671832873744827,binance,bbo,1760671832872000000,1760671832872000000,0.09681839,,market,,,,,,,,,,,
1760671832880625835,bybit,orderbook,1760671832836000000,1760671832844000000,0.09681558,,market,,,,,,,,,,,
1760671832890552124,bybit,bbo,1760671832847000000,1760671832854000000,0.09681058,,market,,,,,,,,,,,
1760671832894488187,binance,bbo,1760671832893000000,1760671832893000000,0.09682839,,market,,,,,,,,,,,
1760671832894558852,bitget,orderbook,1760671832747000000,1760671832750000000,0.09681911,,market,,,,,,,,,,,
1760671832894558852,bitget,bbo,1760671832890000000,1760671832892000000,0.09681911,,market,,,,,,,,,,,
1760671832907698965,gate,quote,,,0.09674000,buy,quote,t-gate-b-2487,bid,100.00000000,bitget_bbo_adj,1760671832894558852,0.09681911,16,,,,1760671832907698965
1760671832907698965,gate,quote,,,0.09690000,sell,quote,t-gate-s-2488,ask,100.00000000,bitget_bbo_adj,1760671832894558852,0.09681911,16,,,,1760671832907698965
1760671832900719823,bybit,orderbook,1760671832857000000,1760671832864000000,0.09681533,,market,,,,,,,,,,,
1760671832910729656,bybit,bbo,1760671832867000000,1760671832875000000,0.09681533,,market,,,,,,,,,,,
1760671832910570770,gate,bbo,1760671832909000000,1760671832910000000,0.09680000,,market,,,,,,,,,,,
1760671832901676900,bitget,orderbook,1760671832897000000,1760671832898000000,0.09682076,,market,,,,,,,,,,,
1760671832917712901,gate,quote_ack,,,0.09674000,buy,report,t-gate-b-2487,bid,,,,,,,10013,,1760671832907698965
1760671832917714530,gate,quote_ack,,,0.09690000,sell,report,t-gate-s-2488,ask,,,,,,,10015,,1760671832907698965
1760671832920988984,bybit,orderbook,1760671832880000000,1760671832884000000,0.09681533,,market,,,,,,,,,,,
1760671832930763498,bybit,bbo,1760671832890000000,1760671832894000000,0.09682033,,market,,,,,,,,,,,
1760671832921106640,binance,bbo,1760671832919000000,1760671832920000000,0.09682384,,market,,,,,,,,,,,
1760671832940849022,bybit,orderbook,1760671832898000000,1760671832904000000,0.09682033,,market,,,,,,,,,,,
1760671832951078856,bybit,bbo,1760671832911000000,1760671832914000000,0.09682033,,market,,,,,,,,,,,
1760671832948236612,binance,bbo,1760671832946000000,1760671832946000000,0.09681884,,market,,,,,,,,,,,
1760671832953327994,binance,trade,1760671832798000000,1760671832951000000,0.09682884,buy,market,,,,,,,,,,,
1760671832960685127,bybit,orderbook,1760671832911000000,1760671832924000000,0.09682033,,market,,,,,,,,,,,
1760671832964495847,binance,bbo,1760671832963000000,1760671832963000000,0.09681884,,market,,,,,,,,,,,
1760671832996031427,gate,cancel,,,0.09674000,buy,cancel,t-gate-b-2487,bid,100.00000000,gate_trade,1760671832995000000,0.09685000,,67,,,1760671832996031427
1760671832996031427,gate,cancel,,,0.09690000,sell,cancel,t-gate-s-2488,ask,100.00000000,gate_trade,1760671832995000000,0.09685000,,67,,,1760671832996031427
1760671832980768380,bybit,orderbook,1760671832925000000,1760671832944000000,0.09682095,,market,,,,,,,,,,,
1760671832992264579,bybit,bbo,1760671832925000000,1760671832956000000,0.09682595,,market,,,,,,,,,,,
1760671832995843953,gate,bbo,1760671832995000000,1760671832995000000,0.09681000,,market,,,,,,,,,,,
1760671832996284372,gate,trade,1760671832995000000,1760671832995000000,0.09686000,buy,market,,,,,,,,,,,
1760671833007786616,gate,cancel_ack,,,0.09674000,buy,report,t-gate-b-2487,bid,,,,,,,,11754,1760671832907698965
1760671833007790111,gate,cancel_ack,,,0.09690000,sell,report,t-gate-s-2488,ask,,,,,,,,11758,1760671832907698965
1760671833000861486,bybit,orderbook,1760671832958000000,1760671832964000000,0.09682589,,market,,,,,,,,,,,
1760671833014759856,gate,bbo,1760671833013000000,1760671833014000000,0.09681500,,market,,,,,,,,,,,
1760671833020908456,bybit,orderbook,1760671832981000000,1760671832984000000,0.09682589,,market,,,,,,,,,,,
1760671833025771100,binance,bbo,1760671833024000000,1760671833025000000,0.09682466,,market,,,,,,,,,,,
1760671833019904164,bitget,orderbook,1760671832897000000,1760671832898000000,0.09682150,,market,,,,,,,,,,,
1760671833019904164,bitget,bbo,1760671833014000000,1760671833016000000,0.09682300,,market,,,,,,,,,,,
1760671833040592687,bybit,orderbook,1760671832985000000,1760671833004000000,0.09682585,,market,,,,,,,,,,,
1760671833057889717,binance,bbo,1760671833057000000,1760671833057000000,0.09684463,,market,,,,,,,,,,,
