ts_ns,exchange,feed,source_engine_ts_ns,source_system_ts_ns,price,direction,event_type,client_order_id,side,size,reference_source,reference_ts_ns,reference_price,quote_internal_us,cancel_internal_us,quote_external_us,cancel_external_us,sent_ts_ns
1760671708637270015,gate,cancel_ack,,,,unknown,report,t-gate-s-890,,,,,,,,,19940,
1760671708640709553,bybit,orderbook,1760671708600000000,1760671708604000000,0.09678090,,market,,,,,,,,,,,
1760671708640706429,bybit,bbo,1760671708600000000,1760671708604000000,0.09678090,,market,,,,,,,,,,,
1760671708653444845,bybit,trade,1760671708615000000,1760671708616000000,0.09678590,buy,market,,,,,,,,,,,
1760671708655474275,binance,bbo,1760671708654000000,1760671708654000000,0.09670801,,market,,,,,,,,,,,
1760671708656889525,gate,bbo,1760671708656000000,1760671708656000000,0.09669000,,market,,,,,,,,,,,
1760671708657471741,gate,trade,1760671708656000000,1760671708657000000,0.09673000,buy,market,,,,,,,,,,,
1760671708660710440,bybit,orderbook,1760671708621000000,1760671708624000000,0.09678079,,market,,,,,,,,,,,
1760671708657791828,binance,bbo,1760671708656000000,1760671708656000000,0.09671298,,market,,,,,,,,,,,
1760671708667712124,gate,bbo,1760671708667000000,1760671708667000000,0.09669500,,market,,,,,,,,,,,
1760671708660801595,bitget,orderbook,1760671708656000000,1760671708622000000,0.09663749,,market,,,,,,,,,,,
1760671708660801595,bitget,bbo,1760671708656000000,1760671708658000000,0.09660349,,market,,,,,,,,,,,
1760671708672621457,bitget,trade,1760671708662000000,1760671708670000000,0.09664249,buy,market,,,,,,,,,,,
1760671708680774738,bybit,orderbook,1760671708640000000,1760671708644000000,0.09678064,,market,,,,,,,,,,,
1760671708690566231,bybit,bbo,1760671708653000000,1760671708654000000,0.09671564,,market,,,,,,,,,,,
1760671708684822769,bybit,trade,1760671708646000000,1760671708648000000,0.09671564,sell,market,,,,,,,,,,,
1760671708689716842,gate,bbo,1760671708688000000,1760671708689000000,0.09669500,,market,,,,,,,,,,,
1760671708707230874,gate,quote,,,0.09663000,buy,quote,t-gate-b-891,bid,100.00000000,bybit_bbo_adj,1760671708701131747,0.09671064,16,,,,1760671708707230874
1760671708707230874,gate,quote,,,0.09679000,sell,quote,t-gate-s-892,ask,100.00000000,bybit_bbo_adj,1760671708701131747,0.09671064,16,,,,1760671708707230874
1760671708700940395,bybit,orderbook,1760671708663000000,1760671708665000000,0.09671059,,market,,,,,,,,,,,
1760671708710644030,bybit,bbo,1760671708673000000,1760671708674000000,0.09669559,,market,,,,,,,,,,,
1760671708709458358,gate,bbo,1760671708708000000,1760671708709000000,0.09669500,,market,,,,,,,,,,,
1760671708717753851,gate,quote_ack,,,0.09663000,buy,report,t-gate-b-891,bid,,,,,,,10522,,1760671708707230874
1760671708717755483,gate,quote_ack,,,0.09679000,sell,report,t-gate-s-892,ask,,,,,,,10524,,1760671708707230874
1760671708721323499,bybit,bbo,1760671708683000000,1760671708685000000,0.09669059,,market,,,,,,,,,,,
1760671708734533588,gate,bbo,1760671708733000000,1760671708734000000,0.09669500,,market,,,,,,,,,,,
1760671708740420098,bybit,orderbook,1760671708700000000,1760671708704000000,0.09670059,,market,,,,,,,,,,,
1760671708755567328,gate,bbo,1760671708754000000,1760671708755000000,0.09670000,,market,,,,,,,,,,,
1760671708768798623,gate,cancel,,,0.09663000,buy,cancel,t-gate-b-891,bid,100.00000000,bitget_bbo_adj,1760671708768707521,0.09664369,,88,,,1760671708768798623
1760671708768798623,gate,cancel,,,0.09679000,sell,cancel,t-gate-s-892,ask,100.00000000,bitget_bbo_adj,1760671708768707521,0.09664369,,88,,,1760671708768798623
1760671708761049509,bybit,orderbook,1760671708721000000,1760671708725000000,0.09670056,,market,,,,,,,,,,,
1760671708763602025,binance,bbo,1760671708762000000,1760671708762000000,0.09670784,,market,,,,,,,,,,,
1760671708774916354,binance,trade,1760671708619000000,1760671708773000000,0.09673284,buy,market,,,,,,,,,,,
1760671708775557623,gate,bbo,1760671708774000000,1760671708775000000,0.09670000,,market,,,,,,,,,,,
1760671708775246512,bitget,orderbook,1760671708770000000,1760671708773000000,0.09660277,,market,,,,,,,,,,,
1760671708768707521,bitget,bbo,1760671708766000000,1760671708766000000,0.09664377,,market,,,,,,,,,,,
1760671708777711014,gate,cancel_ack,,,0.09663000,buy,report,t-gate-b-891,bid,,,,,,,,8911,1760671708707230874
1760671708777713412,gate,cancel_ack,,,0.09679000,sell,report,t-gate-s-892,ask,,,,,,,,8914,1760671708707230874
1760671708780560594,bybit,orderbook,1760671708743000000,1760671708744000000,0.09670056,,market,,,,,,,,,,,
1760671708800647590,bybit,orderbook,1760671708758000000,1760671708764000000,0.09670056,,market,,,,,,,,,,,
1760671708820719413,bybit,orderbook,1760671708782000000,1760671708785000000,0.09670056,,market,,,,,,,,,,,
1760671708840391546,bybit,orderbook,1760671708802000000,1760671708804000000,0.09670053,,market,,,,,,,,,,,
1760671708853898287,bybit,trade,1760671708816000000,1760671708817000000,0.09670553,buy,market,,,,,,,,,,,
1760671708846215500,gate,bbo,1760671708845000000,1760671708845000000,0.09670000,,market,,,,,,,,,,,
1760671708858003214,gate,quote,,,0.09662000,buy,quote,t-gate-b-893,bid,100.00000000,bybit_trade_adj,1760671708853898287,0.09670553,11,,,,1760671708858003214
1760671708858003214,gate,quote,,,0.09679000,sell,quote,t-gate-s-894,ask,100.00000000,bybit_trade_adj,1760671708853898287,0.09670553,11,,,,1760671708858003214
1760671708860679200,bybit,orderbook,1760671708821000000,1760671708824000000,0.09670053,,market,,,,,,,,,,,
1760671708870763359,bybit,bbo,1760671708833000000,1760671708835000000,0.09669553,,market,,,,,,,,,,,
1760671708873815329,bybit,trade,1760671708836000000,1760671708837000000,0.09671553,buy,market,,,,,,,,,,,
1760671708860755043,gate,bbo,1760671708859000000,1760671708860000000,0.09669500,,market,,,,,,,,,,,
1760671708877915115,gate,quote_ack,,,0.09662000,buy,report,t-gate-b-893,bid,,,,,,,19911,,1760671708858003214
1760671708877916859,gate,quote_ack,,,0.09679000,sell,report,t-gate-s-894,ask,,,,,,,19913,,1760671708858003214
1760671708896064128,gate,cancel,,,0.09662000,buy,cancel,t-gate-b-893,bid,100.00000000,bitget_bbo_adj,1760671708895975602,0.09660404,,85,,,1760671708896064128
1760671708896064128,gate,cancel,,,0.09679000,sell,cancel,t-gate-s-894,ask,100.00000000,bitget_bbo_adj,1760671708895975602,0.09660404,,85,,,1760671708896064128
1760671708880883353,bybit,orderbook,1760671708842000000,1760671708845000000,0.09670051,,market,,,,,,,,,,,
1760671708890282523,bybit,bbo,1760671708852000000,1760671708854000000,0.09669551,,market,,,,,,,,,,,
1760671708890208810,gate,bbo,1760671708889000000,1760671708889000000,0.09669500,,market,,,,,,,,,,,
1760671708895975602,bitget,orderbook,1760671708892000000,1760671708773000000,0.09660304,,market,,,,,,,,,,,
1760671708895975602,bitget,bbo,1760671708892000000,1760671708894000000,0.09660404,,market,,,,,,,,,,,
1760671708898139305,gate,cancel_ack,,,0.09662000,buy,report,t-gate-b-893,bid,,,,,,,,2074,1760671708858003214
1760671708898140664,gate,cancel_ack,,,0.09679000,sell,report,t-gate-s-894,ask,,,,,,,,2076,1760671708858003214
1760671708900567943,bybit,orderbook,1760671708860000000,1760671708864000000,0.09670050,,market,,,,,,,,,,,
1760671708910477211,bybit,bbo,1760671708872000000,1760671708874000000,0.09669050,,market,,,,,,,,,,,
1760671708905456240,bybit,trade,1760671708867000000,1760671708868000000,0.09667550,sell,market,,,,,,,,,,,
1760671708913589431,binance,bbo,1760671708912000000,1760671708912000000,0.09671264,,market,,,,,,,,,,,
1760671708915621876,binance,trade,1760671708909000000,1760671708914000000,0.09672264,buy,market,,,,,,,,,,,
1760671708915994158,gate,bbo,1760671708915000000,1760671708915000000,0.09669000,,market,,,,,,,,,,,
1760671708920637723,bybit,orderbook,1760671708879000000,1760671708884000000,0.09668551,,market,,,,,,,,,,,
1760671708930470735,bybit,bbo,1760671708888000000,1760671708894000000,0.09668051,,market,,,,,,,,,,,
1760671708918957623,binance,bbo,1760671708917000000,1760671708917000000,0.09671261,,market,,,,,,,,,,,
1760671708935446902,gate,bbo,1760671708934000000,1760671708935000000,0.09668500,,market,,,,,,,,,,,
1760671708923356451,bitget,orderbook,1760671708920000000,1760671708921000000,0.09660335,,market,,,,,,,,,,,
1760671708940746540,bybit,orderbook,1760671708903000000,1760671708904000000,0.09668051,,market,,,,,,,,,,,
1760671708954327531,bybit,trade,1760671708916000000,1760671708917000000,0.09668551,buy,market,,,,,,,,,,,
1760671708938546599,binance,bbo,1760671708937000000,1760671708937000000,0.09671258,,market,,,,,,,,,,,
1760671708953725332,gate,bbo,1760671708953000000,1760671708953000000,0.09668500,,market,,,,,,,,,,,
1760671708957434510,gate,quote,,,0.09660000,buy,quote,t-gate-b-895,bid,100.00000000,bybit_trade_adj,1760671708954327531,0.09668551,14,,,,1760671708957434510
1760671708957434510,gate,quote,,,0.09677000,sell,quote,t-gate-s-896,ask,100.00000000,bybit_trade_adj,1760671708954327531,0.09668551,14,,,,1760671708957434510
1760671708960815725,bybit,orderbook,1760671708920000000,1760671708924000000,0.09668051,,market,,,,,,,,,,,
1760671708974629585,gate,bbo,1760671708973000000,1760671708974000000,0.09667500,,market,,,,,,,,,,,
1760671708977752263,gate,quote_ack,,,0.09660000,buy,report,t-gate-b-895,bid,,,,,,,20316,,1760671708957434510
1760671708977754223,gate,quote_ack,,,0.09677000,sell,report,t-gate-s-896,ask,,,,,,,20319,,1760671708957434510
1760671708997241302,gate,cancel,,,0.09660000,buy,cancel,t-gate-b-895,bid,100.00000000,bitget_trade_adj,1760671708997163071,0.09656358,,76,,,1760671708997241302
1760671708997241302,gate,cancel,,,0.09677000,sell,cancel,t-gate-s-896,ask,100.00000000,bitget_trade_adj,1760671708997163071,0.09656358,,76,,,1760671708997241302
1760671708980550689,bybit,orderbook,1760671708942000000,1760671708944000000,0.09668045,,market,,,,,,,,,,,
1760671708990587007,bybit,bbo,1760671708953000000,1760671708954000000,0.09668045,,market,,,,,,,,,,,
1760671708982435286,bybit,trade,1760671708944000000,1760671708945000000,0.09668545,buy,market,,,,,,,,,,,
1760671708990010221,gate,bbo,1760671708989000000,1760671708989000000,0.09667000,,market,,,,,,,,,,,
1760671708997163071,bitget,trade,1760671708985000000,1760671708995000000,0.09656358,sell,market,,,,,,,,,,,
1760671709008162215,gate,cancel_ack,,,0.09660000,buy,report,t-gate-b-895,bid,,,,,,,,10920,1760671708957434510
1760671709008165618,gate,cancel_ack,,,0.09677000,sell,report,t-gate-s-896,ask,,,,,,,,10924,1760671708957434510
1760671709000485545,bybit,orderbook,1760671708960000000,1760671708964000000,0.09668039,,market,,,,,,,,,,,
1760671709010633391,bybit,bbo,1760671708973000000,1760671708974000000,0.09668039,,market,,,,,,,,,,,
1760671709014596385,gate,bbo,1760671709013000000,1760671709014000000,0.09666500,,market,,,,,,,,,,,
1760671708999041752,bitget,orderbook,1760671708996000000,1760671708921000000,0.09660360,,market,,,,,,,,,,,
1760671708999041752,bitget,bbo,1760671708996000000,1760671708997000000,0.09660460,,market,,,,,,,,,,,
1760671709020959077,bybit,orderbook,1760671708976000000,1760671708985000000,0.09668033,,market,,,,,,,,,,,
1760671709031744454,gate,bbo,1760671709030000000,1760671709031000000,0.09666500,,market,,,,,,,,,,,
1760671709041023010,bybit,orderbook,1760671709003000000,1760671709005000000,0.09667942,,market,,,,,,,,,,,
1760671709050542808,bybit,bbo,1760671709010000000,1760671709014000000,0.09667942,,market,,,,,,,,,,,
1760671709054172138,bybit,trade,1760671709016000000,1760671709017000000,0.09668442,buy,market,,,,,,,,,,,
1760671709055678185,binance,bbo,1760671709054000000,1760671709054000000,0.09666169,,market,,,,,,,,,,,
1760671709054823812,binance,trade,1760671709051000000,1760671709053000000,0.09673169,buy,market,,,,,,,,,,,
1760671709055194215,gate,bbo,1760671709054000000,1760671709054000000,0.09663000,,market,,,,,,,,,,,
1760671709049056395,gate,trade,1760671709048000000,1760671709048000000,0.09663000,sell,market,,,,,,,,,,,
1760671709057784026,gate,quote,,,0.09658000,buy,quote,t-gate-b-897,bid,100.00000000,binance_bbo_adj,1760671709055678185,0.09666169,28,,,,1760671709057784026
1760671709057784026,gate,quote,,,0.09674000,sell,quote,t-gate-s-898,ask,100.00000000,binance_bbo_adj,1760671709055678185,0.09666169,28,,,,1760671709057784026
1760671709065787948,gate,cancel,,,0.09658000,buy,cancel,t-gate-b-897,bid,100.00000000,gate_bbo,1760671709065000000,0.09662500,,76,,,1760671709065787948
1760671709065787948,gate,cancel,,,0.09674000,sell,cancel,t-gate-s-898,ask,100.00000000,gate_bbo,1760671709065000000,0.09662500,,76,,,1760671709065787948
1760671709060596824,bybit,orderbook,1760671709021000000,1760671709024000000,0.09667936,,market,,,,,,,,,,,
1760671709065710898,gate,bbo,1760671709065000000,1760671709065000000,0.09662500,,market,,,,,,,,,,,
1760671709075206126,bitget,orderbook,1760671709070000000,1760671709073000000,0.09660382,,market,,,,,,,,,,,
1760671709077302738,gate,quote_ack,,,0.09658000,buy,report,t-gate-b-897,bid,,,,,,,19517,11514,1760671709057784026
1760671709077304214,gate,quote_ack,,,0.09674000,sell,report,t-gate-s-898,ask,,,,,,,19519,11516,1760671709057784026
1760671709077304930,gate,cancel_ack,,,0.09658000,buy,report,t-gate-b-897,bid,,,,,,,,,1760671709057784026
1760671709077306009,gate,cancel_ack,,,0.09674000,sell,report,t-gate-s-898,ask,,,,,,,,,1760671709057784026
1760671709080476330,bybit,orderbook,1760671709034000000,1760671709044000000,0.09667683,,market,,,,,,,,,,,
1760671709090731665,bybit,bbo,1760671709050000000,1760671709054000000,0.09667683,,market,,,,,,,,,,,
1760671709095972786,binance,bbo,1760671709094000000,1760671709095000000,0.09655083,,market,,,,,,,,,,,
1760671709096220535,binance,trade,1760671709091000000,1760671709094000000,0.09656083,sell,market,,,,,,,,,,,
1760671709088009586,gate,bbo,1760671709087000000,1760671709087000000,0.09666500,,market,,,,,,,,,,,
1760671709093816079,gate,trade,1760671709091000000,1760671709093000000,0.09648000,sell,market,,,,,,,,,,,
1760671709095711573,bitget,trade,1760671709087000000,1760671709093000000,0.09665353,buy,market,,,,,,,,,,,
1760671709100968227,bybit,orderbook,1760671709057000000,1760671709064000000,0.09667639,,market,,,,,,,,,,,
1760671709110897755,bybit,bbo,1760671709073000000,1760671709074000000,0.09663639,,market,,,,,,,,,,,
1760671709114714351,bybit,trade,1760671709076000000,1760671709078000000,0.09658139,sell,market,,,,,,,,,,,
1760671709097750505,binance,trade,1760671709093000000,1760671709096000000,0.09658072,buy,market,,,,,,,,,,,
1760671709110615097,gate,bbo,1760671709109000000,1760671709110000000,0.09653000,,market,,,,,,,,,,,
1760671709101693284,gate,trade,1760671709100000000,1760671709101000000,0.09658000,buy,market,,,,,,,,,,,
1760671709098989125,bitget,orderbook,1760671709096000000,1760671709073000000,0.09654349,,market,,,,,,,,,,,
1760671709098989125,bitget,bbo,1760671709096000000,1760671709096000000,0.09651299,,market,,,,,,,,,,,
1760671709103477788,bitget,trade,1760671709092000000,1760671709101000000,0.09649349,sell,market,,,,,,,,,,,
1760671709120912230,bybit,orderbook,1760671709083000000,1760671709084000000,0.09660618,,market,,,,,,,,,,,
1760671709130429847,bybit,bbo,1760671709093000000,1760671709094000000,0.09662118,,market,,,,,,,,,,,
1760671709133583745,gate,bbo,1760671709132000000,1760671709133000000,0.09651500,,market,,,,,,,,,,,
1760671709132877162,bitget,trade,1760671709122000000,1760671709130000000,0.09645360,sell,market,,,,,,,,,,,
1760671709140666365,bybit,orderbook,1760671709103000000,1760671709104000000,0.09662071,,market,,,,,,,,,,,
1760671709150507012,bybit,bbo,1760671709113000000,1760671709114000000,0.09665071,,market,,,,,,,,,,,
1760671709156954434,bybit,trade,1760671709119000000,1760671709120000000,0.09659071,sell,market,,,,,,,,,,,
1760671709154610819,gate,bbo,1760671709154000000,1760671709154000000,0.09652500,,market,,,,,,,,,,,
1760671709154474164,gate,trade,1760671709153000000,1760671709154000000,0.09655000,buy,market,,,,,,,,,,,
1760671709138389990,bitget,trade,1760671709128000000,1760671709136000000,0.09656348,buy,market,,,,,,,,,,,
1760671709158073016,gate,quote,,,0.09651000,buy,quote,t-gate-b-899,bid,100.00000000,bybit_trade_adj,1760671709156954434,0.09659071,15,,,,1760671709158073016
1760671709158073016,gate,quote,,,0.09667000,sell,quote,t-gate-s-900,ask,100.00000000,bybit_trade_adj,1760671709156954434,0.09659071,15,,,,1760671709158073016
1760671709162270859,gate,cancel,,,0.09651000,buy,cancel,t-gate-b-899,bid,100.00000000,bybit_trade_adj,1760671709162189621,0.09656071,,80,,,1760671709162270859
1760671709162270859,gate,cancel,,,0.09667000,sell,cancel,t-gate-s-900,ask,100.00000000,bybit_trade_adj,1760671709162189621,0.09656071,,80,,,1760671709162270859
1760671709160703763,bybit,orderbook,1760671709123000000,1760671709124000000,0.09663564,,market,,,,,,,,,,,
1760671709170509248,bybit,bbo,1760671709133000000,1760671709134000000,0.09656564,,market,,,,,,,,,,,
1760671709162189621,bybit,trade,1760671709123000000,1760671709125000000,0.09655064,sell,market,,,,,,,,,,,
1760671709176640925,binance,bbo,1760671709175000000,1760671709175000000,0.09655032,,market,,,,,,,,,,,
1760671709176715240,gate,bbo,1760671709176000000,1760671709176000000,0.09652500,,market,,,,,,,,,,,
1760671709177831675,gate,quote_ack,,,0.09651000,buy,report,t-gate-b-899,bid,,,,,,,19757,15559,1760671709158073016
1760671709177833175,gate,quote_ack,,,0.09667000,sell,report,t-gate-s-900,ask,,,,,,,19759,15562,1760671709158073016
1760671709177833958,gate,cancel_ack,,,0.09651000,buy,report,t-gate-b-899,bid,,,,,,,,,1760671709158073016
1760671709177835030,gate,cancel_ack,,,0.09667000,sell,report,t-gate-s-900,ask,,,,,,,,,1760671709158073016
1760671709180859425,bybit,orderbook,1760671709142000000,1760671709145000000,0.09653561,,market,,,,,,,,,,,
1760671709190667151,bybit,bbo,1760671709153000000,1760671709154000000,0.09653561,,market,,,,,,,,,,,
1760671709179317329,binance,trade,1760671709093000000,1760671709177000000,0.09659017,buy,market,,,,,,,,,,,
1760671709197564836,gate,bbo,1760671709196000000,1760671709197000000,0.09652500,,market,,,,,,,,,,,
1760671709200769708,bybit,orderbook,1760671709162000000,1760671709164000000,0.09653560,,market,,,,,,,,,,,
1760671709216790816,bybit,trade,1760671709178000000,1760671709180000000,0.09653060,sell,market,,,,,,,,,,,
1760671709209636533,gate,bbo,1760671709209000000,1760671709209000000,0.09652000,,market,,,,,,,,,,,
1760671709201924511,bitget,orderbook,1760671709197000000,1760671709073000000,0.09654334,,market,,,,,,,,,,,
1760671709201924511,bitget,bbo,1760671709197000000,1760671709199000000,0.09648934,,market,,,,,,,,,,,
1760671709220655907,bybit,orderbook,1760671709183000000,1760671709184000000,0.09653555,,market,,,,,,,,,,,
1760671709230520718,bybit,bbo,1760671709192000000,1760671709194000000,0.09653555,,market,,,,,,,,,,,
1760671709223881793,bybit,trade,1760671709185000000,1760671709186000000,0.09654055,buy,market,,,,,,,,,,,
1760671709231093436,gate,bbo,1760671709230000000,1760671709230000000,0.09652000,,market,,,,,,,,,,,
1760671709224944961,bitget,orderbook,1760671709220000000,1760671709221000000,0.09653835,,market,,,,,,,,,,,
1760671709240858697,bybit,orderbook,1760671709202000000,1760671709204000000,0.09653554,,market,,,,,,,,,,,
1760671709250599400,bybit,bbo,1760671709211000000,1760671709214000000,0.09654054,,market,,,,,,,,,,,
1760671709255060959,gate,bbo,1760671709254000000,1760671709254000000,0.09652500,,market,,,,,,,,,,,
1760671709258182045,gate,quote,,,0.09644000,buy,quote,t-gate-b-901,bid,100.00000000,gate_bbo,1760671709255060959,0.09652500,13,,,,1760671709258182045
1760671709258182045,gate,quote,,,0.09661000,sell,quote,t-gate-s-902,ask,100.00000000,gate_bbo,1760671709255060959,0.09652500,13,,,,1760671709258182045
1760671709260595364,bybit,orderbook,1760671709219000000,1760671709224000000,0.09654554,,market,,,,,,,,,,,
1760671709270839281,bybit,bbo,1760671709233000000,1760671709234000000,0.09655054,,market,,,,,,,,,,,
1760671709277953990,gate,quote_ack,,,0.09644000,buy,report,t-gate-b-901,bid,,,,,,,19771,,1760671709258182045
1760671709277955938,gate,quote_ack,,,0.09661000,sell,report,t-gate-s-902,ask,,,,,,,19773,,1760671709258182045
1760671709280958075,bybit,orderbook,1760671709242000000,1760671709244000000,0.09655054,,market,,,,,,,,,,,
1760671709290525178,bybit,bbo,1760671709252000000,1760671709254000000,0.09655054,,market,,,,,,,,,,,
1760671709306433511,gate,cancel,,,0.09644000,buy,cancel,t-gate-b-901,bid,100.00000000,bitget_bbo_adj,1760671709306339387,0.09648184,,91,,,1760671709306433511
1760671709306433511,gate,cancel,,,0.09661000,sell,cancel,t-gate-s-902,ask,100.00000000,bitget_bbo_adj,1760671709306339387,0.09648184,,91,,,1760671709306433511
1760671709300647290,bybit,orderbook,1760671709263000000,1760671709264000000,0.09655054,,market,,,,,,,,,,,
1760671709300797590,bybit,bbo,1760671709263000000,1760671709264000000,0.09655054,,market,,,,,,,,,,,
1760671709306339387,bitget,orderbook,1760671709302000000,1760671709221000000,0.09653334,,market,,,,,,,,,,,
1760671709306339387,bitget,bbo,1760671709302000000,1760671709304000000,0.09648184,,market,,,,,,,,,,,
1760671709318154861,gate,cancel_ack,,,0.09644000,buy,report,t-gate-b-901,bid,,,,,,,,11720,1760671709258182045
1760671709318156654,gate,cancel_ack,,,0.09661000,sell,report,t-gate-s-902,ask,,,,,,,,11723,1760671709258182045
1760671709321179446,bybit,orderbook,1760671709282000000,1760671709285000000,0.09655040,,market,,,,,,,,,,,
1760671709328894459,binance,trade,1760671709175000000,1760671709328000000,0.09656980,buy,market,,,,,,,,,,,
1760671709334465012,gate,bbo,1760671709333000000,1760671709333000000,0.09652000,,market,,,,,,,,,,,
1760671709340429504,bybit,orderbook,1760671709302000000,1760671709304000000,0.09655040,,market,,,,,,,,,,,
1760671709354747984,bybit,trade,1760671709316000000,1760671709318000000,0.09657040,buy,market,,,,,,,,,,,
1760671709354172798,bitget,trade,1760671709343000000,1760671709352000000,0.09640329,sell,market,,,,,,,,,,,
1760671709357856502,gate,quote,,,0.09649000,buy,quote,t-gate-b-903,bid,100.00000000,bybit_trade_adj,1760671709354747984,0.09657040,14,,,,1760671709357856502
1760671709357856502,gate,quote,,,0.09665000,sell,quote,t-gate-s-904,ask,100.00000000,bybit_trade_adj,1760671709354747984,0.09657040,14,,,,1760671709357856502
1760671709362162905,gate,cancel,,,0.09649000,buy,cancel,t-gate-b-903,bid,100.00000000,gate_bbo,1760671709361000000,0.09652000,,77,,,1760671709362162905
1760671709362162905,gate,cancel,,,0.09665000,sell,cancel,t-gate-s-904,ask,100.00000000,gate_bbo,1760671709361000000,0.09652000,,77,,,1760671709362162905
1760671709360652643,bybit,orderbook,1760671709322000000,1760671709324000000,0.09655026,,market,,,,,,,,,,,
1760671709363508496,binance,bbo,1760671709361000000,1760671709361000000,0.09655468,,market,,,,,,,,,,,
1760671709364006750,binance,trade,1760671709360000000,1760671709362000000,0.09656968,buy,market,,,,,,,,,,,
1760671709375252385,gate,bbo,1760671709374000000,1760671709374000000,0.09654500,,market,,,,,,,,,,,
1760671709363019092,gate,trade,1760671709362000000,1760671709362000000,0.09655000,buy,market,,,,,,,,,,,
1760671709373579342,bitget,orderbook,1760671709370000000,1760671709371000000,0.09653350,,market,,,,,,,,,,,
1760671709377376008,gate,quote_ack,,,0.09649000,buy,report,t-gate-b-903,bid,,,,,,,19518,15212,1760671709357856502
1760671709377377847,gate,quote_ack,,,0.09665000,sell,report,t-gate-s-904,ask,,,,,,,19521,15214,1760671709357856502
1760671709377378669,gate,cancel_ack,,,0.09649000,buy,report,t-gate-b-903,bid,,,,,,,,,1760671709357856502
1760671709377379659,gate,cancel_ack,,,0.09665000,sell,report,t-gate-s-904,ask,,,,,,,,,1760671709357856502
1760671709380970801,bybit,orderbook,1760671709342000000,1760671709345000000,0.09655022,,market,,,,,,,,,,,
1760671709392315805,binance,bbo,1760671709391000000,1760671709391000000,0.09654467,,market,,,,,,,,,,,
1760671709390472609,binance,trade,1760671709386000000,1760671709389000000,0.09652967,sell,market,,,,,,,,,,,
1760671709389365923,gate,bbo,1760671709388000000,1760671709388000000,0.09656000,,market,,,,,,,,,,,
1760671709400737215,bybit,orderbook,1760671709358000000,1760671709364000000,0.09655023,,market,,,,,,,,,,,
1760671709399520238,gate,bbo,1760671709398000000,1760671709399000000,0.09655500,,market,,,,,,,,,,,
1760671709408227768,bitget,orderbook,1760671709404000000,1760671709371000000,0.09653351,,market,,,,,,,,,,,
1760671709408227768,bitget,bbo,1760671709404000000,1760671709406000000,0.09648151,,market,,,,,,,,,,,
1760671709404630415,bitget,trade,1760671709392000000,1760671709401000000,0.09655351,buy,market,,,,,,,,,,,
1760671709420802502,bybit,orderbook,1760671709373000000,1760671709384000000,0.09655106,,market,,,,,,,,,,,
1760671709432327728,bybit,trade,1760671709394000000,1760671709395000000,0.09657106,buy,market,,,,,,,,,,,
1760671709425451083,binance,bbo,1760671709423000000,1760671709423000000,0.09655473,,market,,,,,,,,,,,
1760671709420744659,gate,bbo,1760671709419000000,1760671709420000000,0.09656000,,market,,,,,,,,,,,
1760671709441624760,bybit,orderbook,1760671709401000000,1760671709405000000,0.09655648,,market,,,,,,,,,,,
1760671709441621965,bybit,bbo,1760671709401000000,1760671709405000000,0.09656648,,market,,,,,,,,,,,
1760671709453319839,bybit,trade,1760671709415000000,1760671709416000000,0.09659148,buy,market,,,,,,,,,,,
1760671709446236308,binance,bbo,1760671709445000000,1760671709445000000,0.09657481,,market,,,,,,,,,,,
1760671709447538816,binance,trade,1760671709439000000,1760671709446000000,0.09657981,buy,market,,,,,,,,,,,
1760671709453178475,gate,bbo,1760671709452000000,1760671709452000000,0.09658500,,market,,,,,,,,,,,
1760671709456072739,gate,trade,1760671709455000000,1760671709455000000,0.09662000,buy,market,,,,,,,,,,,
1760671709458190792,gate,quote,,,0.09654000,buy,quote,t-gate-b-905,bid,100.00000000,gate_trade,1760671709456072739,0.09662000,13,,,,1760671709458190792
1760671709458190792,gate,quote,,,0.09670000,sell,quote,t-gate-s-906,ask,100.00000000,gate_trade,1760671709456072739,0.09662000,13,,,,1760671709458190792
1760671709460189247,gate,cancel,,,0.09654000,buy,cancel,t-gate-b-905,bid,100.00000000,binance_bbo_adj,1760671709460112982,0.09657481,,75,,,1760671709460189247
1760671709460189247,gate,cancel,,,0.09670000,sell,cancel,t-gate-s-906,ask,100.00000000,binance_bbo_adj,1760671709460112982,0.09657481,,75,,,1760671709460189247
1760671709461035114,bybit,orderbook,1760671709422000000,1760671709425000000,0.09655683,,market,,,,,,,,,,,
1760671709470481377,bybit,bbo,1760671709431000000,1760671709434000000,0.09656183,,market,,,,,,,,,,,
1760671709473347723,binance,bbo,1760671709472000000,1760671709472000000,0.09655490,,market,,,,,,,,,,,
1760671709470108520,binance,trade,1760671709466000000,1760671709468000000,0.09653990,sell,market,,,,,,,,,,,
1760671709475158464,gate,bbo,1760671709474000000,1760671709474000000,0.09660000,,market,,,,,,,,,,,
1760671709473188436,bitget,trade,1760671709460000000,1760671709471000000,0.09656513,buy,market,,,,,,,,,,,
1760671709477273292,gate,quote_ack,,,0.09654000,buy,report,t-gate-b-905,bid,,,,,,,19081,17083,1760671709458190792
1760671709477275225,gate,quote_ack,,,0.09670000,sell,report,t-gate-s-906,ask,,,,,,,19084,17085,1760671709458190792
1760671709477275991,gate,cancel_ack,,,0.09654000,buy,report,t-gate-b-905,bid,,,,,,,,,1760671709458190792
1760671709477277195,gate,cancel_ack,,,0.09670000,sell,report,t-gate-s-906,ask,,,,,,,,,1760671709458190792
