ts_ns,exchange,feed,source_engine_ts_ns,source_system_ts_ns,price,direction,event_type,client_order_id,side,size,reference_source,reference_ts_ns,reference_price,quote_internal_us,cancel_internal_us,quote_external_us,cancel_external_us,sent_ts_ns,bid_px_1,bid_sz_1,bid_px_2,bid_sz_2,bid_px_3,bid_sz_3,bid_px_4,bid_sz_4,bid_px_5,bid_sz_5,ask_px_1,ask_sz_1,ask_px_2,ask_sz_2,ask_px_3,ask_sz_3,ask_px_4,ask_sz_4,ask_px_5,ask_sz_5,bid_depth,ask_depth
1764227729324214709,bybit,orderbook,1764227729269000000,1764227729277000000,143.62554545,,market,,,,,,,,,,,,143.62054545,249.70000000,143.61054545,183.30000000,143.60054545,299.00000000,143.59054545,751.60000000,143.58054545,914.20000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,947.80000000,2397.80000000,4280.30000000
1764227729324969834,binance,bbo,1764227729248000000,1764227729248000000,143.61741935,,market,,,,,,,,,,,,143.61241935,1014.68000000,,,,,,,,,143.62241935,859.23000000,,,,,,,,,1014.68000000,859.23000000
1764227729382766167,bitget,orderbook,1764227729331000000,1764227729323000000,143.62806452,,market,,,,,,,,,,,,143.62756452,5.20000000,143.62656452,43.10000000,143.62456452,0.60000000,143.61856452,144.50000000,143.61756452,81.40000000,143.62856452,523.30000000,143.62956452,5.50000000,143.63056452,98.00000000,143.63156452,141.30000000,143.63256452,98.00000000,274.80000000,866.10000000
1764227729382766167,bitget,bbo,1764227729331000000,1764227729332000000,143.62806452,,market,,,,,,,,,,,,143.62756452,5.20000000,,,,,,,,,143.62856452,523.30000000,,,,,,,,,5.20000000,523.30000000
1764227729371987959,okx,orderbook,1764227729306000000,1764227729306000000,143.62806452,,market,,,,,,,,,,,,143.62306452,75.95000000,143.61306452,64.68000000,143.60306452,241.85000000,143.59306452,889.68000000,143.58306452,1583.73000000,143.63306452,586.86000000,143.64306452,508.04000000,143.65306452,932.18000000,143.66306452,599.35000000,143.67306452,685.34000000,2855.89000000,3311.77000000
1764227729403210959,binance,orderbook,1764227729325000000,,143.61741935,,market,,,,,,,,,,,,143.61241935,1014.68000000,143.60241935,378.11000000,143.59241935,849.15000000,143.58241935,1650.01000000,143.57241935,1525.56000000,143.62241935,859.23000000,143.63241935,565.21000000,143.64241935,448.14000000,143.65241935,477.19000000,143.66241935,853.99000000,5417.51000000,3203.76000000
1764227729392451625,gate,orderbook,1764227729314000000,,143.62500000,,market,,,,,,,,,,,,143.62000000,63.00000000,143.61000000,62.00000000,143.60000000,212.00000000,143.59000000,165.00000000,143.58000000,183.00000000,143.63000000,115.00000000,143.64000000,73.00000000,143.65000000,83.00000000,143.66000000,67.00000000,143.67000000,268.00000000,685.00000000,606.00000000
1764227729403206292,bitget,orderbook,1764227729351000000,1764227729323000000,143.62806452,,market,,,,,,,,,,,,143.62756452,4.70000000,143.62656452,43.10000000,143.62456452,0.60000000,143.61856452,144.50000000,143.61756452,81.40000000,143.62856452,523.30000000,143.62956452,5.50000000,143.63056452,98.00000000,143.63156452,141.30000000,143.63256452,98.00000000,274.30000000,866.10000000
1764227729403206292,bitget,bbo,1764227729351000000,1764227729353000000,143.62806452,,market,,,,,,,,,,,,143.62756452,4.70000000,,,,,,,,,143.62856452,523.30000000,,,,,,,,,4.70000000,523.30000000
1764227729404133000,bybit,orderbook,1764227729351000000,1764227729358000000,143.62554545,,market,,,,,,,,,,,,143.62054545,249.70000000,143.61054545,183.30000000,143.60054545,299.00000000,143.59054545,751.80000000,143.58054545,914.00000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,947.80000000,2397.80000000,4280.30000000
1764227729424015334,bybit,orderbook,1764227729371000000,1764227729377000000,143.62554545,,market,,,,,,,,,,,,143.62054545,249.70000000,143.61054545,183.30000000,143.60054545,299.00000000,143.59054545,751.80000000,143.58054545,914.00000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,947.80000000,2397.80000000,4280.30000000
1764227729452338667,okx,orderbook,1764227729386000000,1764227729306000000,143.62806452,,market,,,,,,,,,,,,143.62306452,75.97000000,143.61306452,64.68000000,143.60306452,241.85000000,143.59306452,889.68000000,143.58306452,1583.73000000,143.63306452,586.86000000,143.64306452,508.04000000,143.65306452,932.18000000,143.66306452,599.35000000,143.67306452,685.34000000,2855.91000000,3311.77000000
1764227729452338667,okx,bbo,1764227729386000000,1764227729386000000,143.62806452,,market,,,,,,,,,,,,143.62306452,75.97000000,,,,,,,,,143.63306452,586.86000000,,,,,,,,,75.97000000,586.86000000
1764227729464148334,bybit,orderbook,1764227729408000000,1764227729417000000,143.62554545,,market,,,,,,,,,,,,143.62054545,249.70000000,143.61054545,183.30000000,143.60054545,299.00000000,143.59054545,751.80000000,143.58054545,914.00000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,947.80000000,2397.80000000,4280.30000000
1764227729476258417,binance,trade,1764227729246000000,1764227729399000000,143.61241935,sell,market,,,0.10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764227729473963375,okx,orderbook,1764227729406000000,1764227729406000000,143.62806452,,market,,,,,,,,,,,,143.62306452,75.97000000,143.61306452,64.68000000,143.60306452,241.85000000,143.59306452,889.68000000,143.58306452,1585.12000000,143.63306452,586.86000000,143.64306452,508.04000000,143.65306452,932.18000000,143.66306452,599.35000000,143.67306452,685.34000000,2857.30000000,3311.77000000
1764227729483753250,bybit,orderbook,1764227729430000000,1764227729437000000,143.62554545,,market,,,,,,,,,,,,143.62054545,249.70000000,143.61054545,183.30000000,143.60054545,299.00000000,143.59054545,751.80000000,143.58054545,914.00000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,1086.90000000,2397.80000000,4419.40000000
1764227729501458375,bybit,trade,1764227729452000000,1764227729453000000,143.62054545,sell,market,,,9.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764227729499799625,mexc,orderbook,1764227729445000000,1764227729445000000,143.63500000,,market,,,,,,,,,,,,143.63000000,8196.00000000,143.62000000,4198.00000000,143.61000000,10966.00000000,143.60000000,36974.00000000,143.59000000,16447.00000000,143.64000000,9978.00000000,143.65000000,9007.00000000,143.66000000,5590.00000000,143.67000000,24192.00000000,143.68000000,12205.00000000,76781.00000000,60972.00000000
1764227729503105334,bybit,orderbook,1764227729452000000,1764227729457000000,143.62554545,,market,,,,,,,,,,,,143.62054545,240.70000000,143.61054545,183.30000000,143.60054545,299.00000000,143.59054545,751.80000000,143.58054545,914.00000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,1086.90000000,2388.80000000,4419.40000000
1764227729504682084,binance,orderbook,1764227729426000000,,143.61741935,,market,,,,,,,,,,,,143.61241935,1014.68000000,143.60241935,393.73000000,143.59241935,849.11000000,143.58241935,1650.01000000,143.57241935,1525.56000000,143.62241935,859.23000000,143.63241935,565.21000000,143.64241935,448.14000000,143.65241935,477.19000000,143.66241935,853.99000000,5433.09000000,3203.76000000
1764227729523973334,bybit,orderbook,1764227729475000000,1764227729477000000,143.62554545,,market,,,,,,,,,,,,143.62054545,240.70000000,143.61054545,93.30000000,143.60054545,299.00000000,143.59054545,751.80000000,143.58054545,914.00000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,1086.90000000,2298.80000000,4419.40000000
1764227729538275209,gate,orderbook,1764227729314000000,,143.62500000,,market,,,,,,,,,,,,143.62000000,63.00000000,143.61000000,62.00000000,143.60000000,212.00000000,143.59000000,165.00000000,143.58000000,183.00000000,143.63000000,115.00000000,143.64000000,73.00000000,143.65000000,83.00000000,143.66000000,67.00000000,143.67000000,268.00000000,685.00000000,606.00000000
1764227729540134959,bitget,orderbook,1764227729490000000,1764227729473000000,143.62806452,,market,,,,,,,,,,,,143.62756452,5.20000000,143.62656452,43.10000000,143.62456452,0.60000000,143.61956452,46.60000000,143.61856452,98.00000000,143.62856452,523.30000000,143.62956452,5.50000000,143.63056452,98.00000000,143.63156452,141.30000000,143.63256452,98.00000000,193.50000000,866.10000000
1764227729540134959,bitget,bbo,1764227729490000000,1764227729491000000,143.62806452,,market,,,,,,,,,,,,143.62756452,5.20000000,,,,,,,,,143.62856452,523.30000000,,,,,,,,,5.20000000,523.30000000
1764227729544618417,bybit,orderbook,1764227729485000000,1764227729497000000,143.62554545,,market,,,,,,,,,,,,143.62054545,240.70000000,143.61054545,93.30000000,143.60054545,299.00000000,143.59054545,751.80000000,143.58054545,914.00000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,1086.90000000,2298.80000000,4419.40000000
1764227729561776709,bitget,orderbook,1764227729510000000,1764227729473000000,143.62806452,,market,,,,,,,,,,,,143.62756452,1.90000000,143.62656452,43.10000000,143.62456452,0.60000000,143.61956452,46.60000000,143.61856452,98.00000000,143.62856452,523.30000000,143.62956452,5.50000000,143.63056452,98.00000000,143.63156452,141.30000000,143.63256452,98.00000000,190.20000000,866.10000000
1764227729561776709,bitget,bbo,1764227729510000000,1764227729512000000,143.62806452,,market,,,,,,,,,,,,143.62756452,1.90000000,,,,,,,,,143.62856452,523.30000000,,,,,,,,,1.90000000,523.30000000
1764227729583194917,bybit,orderbook,1764227729531000000,1764227729537000000,143.62554545,,market,,,,,,,,,,,,143.62054545,240.70000000,143.61054545,93.30000000,143.60054545,299.00000000,143.59054545,751.80000000,143.58054545,914.00000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,1086.90000000,2298.80000000,4419.40000000
1764227729563648125,binance,bbo,1764227729486000000,1764227729486000000,143.61741935,,market,,,,,,,,,,,,143.61241935,1012.68000000,,,,,,,,,143.62241935,859.23000000,,,,,,,,,1012.68000000,859.23000000
1764227729571313417,okx,orderbook,1764227729506000000,1764227729506000000,143.62806452,,market,,,,,,,,,,,,143.62306452,75.97000000,143.61306452,64.68000000,143.60306452,241.85000000,143.59306452,889.68000000,143.58306452,1585.12000000,143.63306452,586.86000000,143.64306452,508.04000000,143.65306452,930.18000000,143.66306452,599.35000000,143.67306452,685.34000000,2857.30000000,3309.77000000
1764227729591709834,okx,orderbook,1764227729526000000,1764227729506000000,143.62806452,,market,,,,,,,,,,,,143.62306452,33.67000000,143.61306452,64.68000000,143.60306452,241.85000000,143.59306452,889.68000000,143.58306452,1585.12000000,143.63306452,586.86000000,143.64306452,508.04000000,143.65306452,930.18000000,143.66306452,599.35000000,143.67306452,685.34000000,2815.00000000,3309.77000000
1764227729591709834,okx,bbo,1764227729526000000,1764227729526000000,143.62806452,,market,,,,,,,,,,,,143.62306452,33.67000000,,,,,,,,,143.63306452,586.86000000,,,,,,,,,33.67000000,586.86000000
1764227729603449375,bybit,orderbook,1764227729553000000,1764227729557000000,143.62554545,,market,,,,,,,,,,,,143.62054545,240.70000000,143.61054545,93.30000000,143.60054545,299.00000000,143.59054545,751.60000000,143.58054545,914.20000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,1086.90000000,2298.80000000,4419.40000000
1764227729608848959,binance,orderbook,1764227729531000000,,143.61741935,,market,,,,,,,,,,,,143.61241935,1012.68000000,143.60241935,417.19000000,143.59241935,849.03000000,143.58241935,1672.65000000,143.57241935,1526.01000000,143.62241935,859.23000000,143.63241935,565.21000000,143.64241935,448.14000000,143.65241935,477.19000000,143.66241935,845.18000000,5477.56000000,3194.95000000
1764227729637525750,binance,bbo,1764227729560000000,1764227729561000000,143.61741935,,market,,,,,,,,,,,,143.61241935,1012.47000000,,,,,,,,,143.62241935,859.23000000,,,,,,,,,1012.47000000,859.23000000
1764227729627939292,gate,orderbook,1764227729550000000,,143.62500000,,market,,,,,,,,,,,,143.62000000,63.00000000,143.61000000,62.00000000,143.60000000,212.00000000,143.59000000,165.00000000,143.58000000,183.00000000,143.63000000,115.00000000,143.64000000,73.00000000,143.65000000,83.00000000,143.66000000,67.00000000,143.67000000,268.00000000,685.00000000,606.00000000
1764227729634194750,okx,orderbook,1764227729566000000,1764227729506000000,143.62806452,,market,,,,,,,,,,,,143.62306452,33.66000000,143.61306452,64.68000000,143.60306452,241.85000000,143.59306452,889.68000000,143.58306452,1585.12000000,143.63306452,586.86000000,143.64306452,508.04000000,143.65306452,930.18000000,143.66306452,599.35000000,143.67306452,685.34000000,2814.99000000,3309.77000000
1764227729634194750,okx,bbo,1764227729566000000,1764227729566000000,143.62806452,,market,,,,,,,,,,,,143.62306452,33.66000000,,,,,,,,,143.63306452,586.86000000,,,,,,,,,33.66000000,586.86000000
1764227729625317542,okx,trade,1764227729557000000,,143.62306452,sell,market,,,0.01000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764227729644114750,bybit,orderbook,1764227729595000000,1764227729597000000,143.62554545,,market,,,,,,,,,,,,143.62054545,240.70000000,143.61054545,93.30000000,143.60054545,299.00000000,143.59054545,751.60000000,143.58054545,914.20000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,1086.90000000,2298.80000000,4419.40000000
1764227729673026417,bitget,orderbook,1764227729621000000,1764227729623000000,143.62806452,,market,,,,,,,,,,,,143.62756452,1.90000000,143.62656452,43.10000000,143.62456452,0.60000000,143.61956452,46.60000000,143.61856452,98.00000000,143.62856452,523.30000000,143.62956452,5.50000000,143.63056452,98.00000000,143.63156452,141.30000000,143.63256452,98.00000000,190.20000000,866.10000000
1764227729672149875,okx,orderbook,1764227729606000000,1764227729606000000,143.62806452,,market,,,,,,,,,,,,143.62306452,33.66000000,143.61306452,45.01000000,143.60306452,241.85000000,143.59306452,889.68000000,143.58306452,1562.84000000,143.63306452,586.86000000,143.64306452,508.04000000,143.65306452,1015.81000000,143.66306452,599.36000000,143.67306452,685.33000000,2773.04000000,3395.40000000
1764227729701326625,mexc,orderbook,1764227729450000000,1764227729450000000,143.63500000,,market,,,,,,,,,,,,143.63000000,8196.00000000,143.62000000,4198.00000000,143.61000000,8825.00000000,143.60000000,44828.00000000,143.59000000,18543.00000000,143.64000000,9978.00000000,143.65000000,9007.00000000,143.66000000,9390.00000000,143.67000000,22975.00000000,143.68000000,10349.00000000,84590.00000000,61699.00000000
1764227729704464834,bybit,orderbook,1764227729654000000,1764227729658000000,143.62554545,,market,,,,,,,,,,,,143.62054545,240.70000000,143.61054545,93.30000000,143.60054545,299.00000000,143.59054545,751.60000000,143.58054545,914.20000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,1086.90000000,2298.80000000,4419.40000000
1764227729712824542,binance,orderbook,1764227729635000000,,143.61741935,,market,,,,,,,,,,,,143.61241935,1012.47000000,143.60241935,417.19000000,143.59241935,849.03000000,143.58241935,1672.65000000,143.57241935,1528.09000000,143.62241935,859.23000000,143.63241935,565.21000000,143.64241935,482.94000000,143.65241935,442.39000000,143.66241935,853.53000000,5479.43000000,3203.30000000
1764227729712805167,binance,bbo,1764227729636000000,1764227729636000000,143.61741935,,market,,,,,,,,,,,,143.61241935,1012.47000000,,,,,,,,,143.62241935,859.55000000,,,,,,,,,1012.47000000,859.55000000
1764227729743784625,bybit,orderbook,1764227729690000000,1764227729697000000,143.62554545,,market,,,,,,,,,,,,143.62054545,240.70000000,143.61054545,93.30000000,143.60054545,299.50000000,143.59054545,751.60000000,143.58054545,914.20000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,1086.90000000,2299.30000000,4419.40000000
1764227729741877792,binance,bbo,1764227729663000000,1764227729663000000,143.61741935,,market,,,,,,,,,,,,143.61241935,1013.15000000,,,,,,,,,143.62241935,859.26000000,,,,,,,,,1013.15000000,859.26000000
1764227729742973917,okx,orderbook,1764227729676000000,1764227729606000000,143.62806452,,market,,,,,,,,,,,,143.62306452,34.33000000,143.61306452,45.01000000,143.60306452,241.85000000,143.59306452,889.68000000,143.58306452,1562.84000000,143.63306452,586.86000000,143.64306452,508.04000000,143.65306452,1015.81000000,143.66306452,599.36000000,143.67306452,685.33000000,2773.71000000,3395.40000000
1764227729742973917,okx,bbo,1764227729676000000,1764227729676000000,143.62806452,,market,,,,,,,,,,,,143.62306452,34.33000000,,,,,,,,,143.63306452,586.86000000,,,,,,,,,34.33000000,586.86000000
1764227729782561334,binance,bbo,1764227729705000000,1764227729705000000,143.61741935,,market,,,,,,,,,,,,143.61241935,1013.22000000,,,,,,,,,143.62241935,859.26000000,,,,,,,,,1013.22000000,859.26000000
1764227729770783292,okx,orderbook,1764227729706000000,1764227729706000000,143.62806452,,market,,,,,,,,,,,,143.62306452,34.33000000,143.61306452,121.02000000,143.60306452,241.85000000,143.59306452,889.68000000,143.58306452,1562.84000000,143.63306452,586.86000000,143.64306452,508.04000000,143.65306452,1015.81000000,143.66306452,599.36000000,143.67306452,685.33000000,2849.72000000,3395.40000000
1764227729784324709,bybit,orderbook,1764227729736000000,1764227729737000000,143.62554545,,market,,,,,,,,,,,,143.62054545,240.70000000,143.61054545,93.30000000,143.60054545,299.50000000,143.59054545,751.60000000,143.58054545,914.20000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,1086.90000000,2299.30000000,4419.40000000
1764227729815817709,binance,orderbook,1764227729738000000,,143.61741935,,market,,,,,,,,,,,,143.61241935,1013.22000000,143.60241935,417.19000000,143.59241935,848.96000000,143.58241935,1672.65000000,143.57241935,1528.09000000,143.62241935,859.26000000,143.63241935,565.21000000,143.64241935,448.14000000,143.65241935,477.19000000,143.66241935,853.53000000,5480.11000000,3203.33000000
1764227729823267750,bitget,orderbook,1764227729771000000,1764227729773000000,143.62806452,,market,,,,,,,,,,,,143.62756452,1.90000000,143.62656452,43.10000000,143.62456452,0.60000000,143.61956452,46.60000000,143.61856452,98.00000000,143.62856452,523.30000000,143.62956452,5.50000000,143.63056452,98.00000000,143.63156452,141.30000000,143.63256452,98.00000000,190.20000000,866.10000000
1764227729878820500,binance,bbo,1764227729800000000,1764227729800000000,143.61741935,,market,,,,,,,,,,,,143.61241935,1013.22000000,,,,,,,,,143.62241935,859.26000000,,,,,,,,,1013.22000000,859.26000000
1764227729872428125,okx,orderbook,1764227729806000000,1764227729806000000,143.62806452,,market,,,,,,,,,,,,143.62306452,34.33000000,143.61306452,121.02000000,143.60306452,241.85000000,143.59306452,889.68000000,143.58306452,1562.84000000,143.63306452,586.86000000,143.64306452,508.04000000,143.65306452,1015.81000000,143.66306452,599.36000000,143.67306452,685.33000000,2849.72000000,3395.40000000
1764227729884170667,bybit,orderbook,1764227729827000000,1764227729837000000,143.62554545,,market,,,,,,,,,,,,143.62054545,240.70000000,143.61054545,93.30000000,143.60054545,299.50000000,143.59054545,751.60000000,143.58054545,914.20000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,1086.90000000,2299.30000000,4419.40000000
1764227729895617209,binance,bbo,1764227729818000000,1764227729818000000,143.61741935,,market,,,,,,,,,,,,143.61241935,1013.43000000,,,,,,,,,143.62241935,859.26000000,,,,,,,,,1013.43000000,859.26000000
1764227729891996417,okx,orderbook,1764227729826000000,1764227729806000000,143.62806452,,market,,,,,,,,,,,,143.62306452,34.33000000,143.61306452,121.02000000,143.60306452,241.85000000,143.59306452,889.68000000,143.58306452,1562.84000000,143.63306452,577.13000000,143.64306452,508.04000000,143.65306452,1015.81000000,143.66306452,599.36000000,143.67306452,685.33000000,2849.72000000,3385.67000000
1764227729891996417,okx,bbo,1764227729826000000,1764227729826000000,143.62806452,,market,,,,,,,,,,,,143.62306452,34.33000000,,,,,,,,,143.63306452,577.13000000,,,,,,,,,34.33000000,577.13000000
1764227729917496709,binance,orderbook,1764227729839000000,,143.61741935,,market,,,,,,,,,,,,143.61241935,854.04000000,143.60241935,551.03000000,143.59241935,849.08000000,143.58241935,1672.73000000,143.57241935,1528.17000000,143.62241935,860.66000000,143.63241935,565.21000000,143.64241935,448.14000000,143.65241935,477.27000000,143.66241935,860.53000000,5455.05000000,3211.81000000
1764227729915085750,binance,bbo,1764227729837000000,1764227729837000000,143.61741935,,market,,,,,,,,,,,,143.61241935,854.04000000,,,,,,,,,143.62241935,860.66000000,,,,,,,,,854.04000000,860.66000000
1764227729915089875,gate,orderbook,1764227729837000000,,143.62500000,,market,,,,,,,,,,,,143.62000000,63.00000000,143.61000000,62.00000000,143.60000000,212.00000000,143.59000000,165.00000000,143.58000000,183.00000000,143.63000000,115.00000000,143.64000000,73.00000000,143.65000000,83.00000000,143.66000000,67.00000000,143.67000000,268.00000000,685.00000000,606.00000000
1764227729911524584,okx,orderbook,1764227729846000000,1764227729806000000,143.62806452,,market,,,,,,,,,,,,143.62306452,34.33000000,143.61306452,121.02000000,143.60306452,241.85000000,143.59306452,889.68000000,143.58306452,1562.84000000,143.63306452,586.98000000,143.64306452,508.04000000,143.65306452,1015.81000000,143.66306452,599.36000000,143.67306452,685.33000000,2849.72000000,3395.52000000
1764227729911524584,okx,bbo,1764227729846000000,1764227729846000000,143.62806452,,market,,,,,,,,,,,,143.62306452,34.33000000,,,,,,,,,143.63306452,586.98000000,,,,,,,,,34.33000000,586.98000000
1764227729906369084,mexc,orderbook,1764227729853000000,1764227729853000000,143.63500000,,market,,,,,,,,,,,,143.63000000,8196.00000000,143.62000000,4198.00000000,143.61000000,8825.00000000,143.60000000,44828.00000000,143.59000000,16447.00000000,143.64000000,9978.00000000,143.65000000,9007.00000000,143.66000000,9390.00000000,143.67000000,22975.00000000,143.68000000,10349.00000000,82494.00000000,61699.00000000
1764227729942950084,bybit,orderbook,1764227729895000000,1764227729897000000,143.62554545,,market,,,,,,,,,,,,143.62054545,64.60000000,143.61054545,93.30000000,143.60054545,299.50000000,143.59054545,751.60000000,143.58054545,914.20000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,1086.90000000,2123.20000000,4419.40000000
1764227729931365917,okx,orderbook,1764227729866000000,1764227729806000000,143.62806452,,market,,,,,,,,,,,,143.62306452,9.37000000,143.61306452,121.02000000,143.60306452,241.85000000,143.59306452,889.68000000,143.58306452,1562.84000000,143.63306452,586.98000000,143.64306452,508.04000000,143.65306452,1015.81000000,143.66306452,599.36000000,143.67306452,685.33000000,2824.76000000,3395.52000000
1764227729931365917,okx,bbo,1764227729866000000,1764227729866000000,143.62806452,,market,,,,,,,,,,,,143.62306452,9.37000000,,,,,,,,,143.63306452,586.98000000,,,,,,,,,9.37000000,586.98000000
1764227729959574459,binance,bbo,1764227729881000000,1764227729882000000,143.61741935,,market,,,,,,,,,,,,143.61241935,853.04000000,,,,,,,,,143.62241935,860.66000000,,,,,,,,,853.04000000,860.66000000
1764227729959580209,gate,orderbook,1764227729882000000,,143.62500000,,market,,,,,,,,,,,,143.62000000,63.00000000,143.61000000,62.00000000,143.60000000,212.00000000,143.59000000,165.00000000,143.58000000,183.00000000,143.63000000,115.00000000,143.64000000,81.00000000,143.65000000,83.00000000,143.66000000,67.00000000,143.67000000,233.00000000,685.00000000,579.00000000
1764227729973400084,binance,bbo,1764227729896000000,1764227729896000000,143.61741935,,market,,,,,,,,,,,,143.61241935,853.04000000,,,,,,,,,143.62241935,860.77000000,,,,,,,,,853.04000000,860.77000000
1764227729979743250,gate,orderbook,1764227729902000000,,143.62500000,,market,,,,,,,,,,,,143.62000000,63.00000000,143.61000000,62.00000000,143.60000000,212.00000000,143.59000000,165.00000000,143.58000000,183.00000000,143.63000000,115.00000000,143.64000000,81.00000000,143.65000000,83.00000000,143.66000000,67.00000000,143.67000000,233.00000000,685.00000000,579.00000000
1764227729973405542,bitget,orderbook,1764227729921000000,1764227729924000000,143.62806452,,market,,,,,,,,,,,,143.62756452,1.90000000,143.62656452,43.10000000,143.62456452,0.60000000,143.61956452,46.60000000,143.61856452,98.00000000,143.62856452,523.30000000,143.62956452,5.50000000,143.63056452,98.00000000,143.63156452,141.30000000,143.63256452,98.00000000,190.20000000,866.10000000
1764227729973397000,okx,orderbook,1764227729906000000,1764227729906000000,143.62806452,,market,,,,,,,,,,,,143.62306452,9.37000000,143.61306452,121.02000000,143.60306452,241.85000000,143.59306452,889.68000000,143.58306452,1562.84000000,143.63306452,586.98000000,143.64306452,508.04000000,143.65306452,1015.81000000,143.66306452,599.36000000,143.67306452,699.25000000,2824.76000000,3409.44000000
1764227729984395042,bybit,orderbook,1764227729931000000,1764227729937000000,143.62554545,,market,,,,,,,,,,,,143.62054545,64.60000000,143.61054545,93.30000000,143.60054545,299.50000000,143.59054545,751.60000000,143.58054545,914.20000000,143.63054545,1128.80000000,143.64054545,244.20000000,143.65054545,590.00000000,143.66054545,1369.50000000,143.67054545,1086.90000000,2123.20000000,4419.40000000
1764227729998885959,bitget,trade,1764227729940000000,1764227729950000000,143.62656452,sell,market,,,43.10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764227730020147709,bybit,trade,1764227729971000000,1764227729973000000,143.61035714,sell,market,,,0.10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764227730018789250,binance,orderbook,1764227729941000000,,143.61738095,,market,,,,,,,,,,,,143.61238095,26.91000000,143.60238095,155.33000000,143.59238095,763.42000000,143.58238095,1622.73000000,143.57238095,1402.38000000,143.62238095,1216.21000000,143.63238095,741.43000000,143.64238095,579.93000000,143.65238095,486.51000000,143.66238095,857.91000000,3970.77000000,3881.99000000
1764227730021057834,binance,bbo,1764227729943000000,1764227729944000000,143.60738095,,market,,,,,,,,,,,,143.60238095,84.02000000,,,,,,,,,143.61238095,1459.48000000,,,,,,,,,84.02000000,1459.48000000
1764227730008688959,gate,orderbook,1764227729931000000,,143.62500000,,market,,,,,,,,,,,,143.62000000,63.00000000,143.61000000,62.00000000,143.60000000,212.00000000,143.59000000,165.00000000,143.58000000,183.00000000,143.63000000,115.00000000,143.64000000,81.00000000,143.65000000,83.00000000,143.66000000,67.00000000,143.67000000,233.00000000,685.00000000,579.00000000
1764227730018661834,gate,bbo,1764227729941000000,1764227729941000000,143.61500000,,market,,,,,,,,,,,,143.61000000,17.00000000,,,,,,,,,143.62000000,158.00000000,,,,,,,,,17.00000000,158.00000000
1764227730020459792,gate,trade,1764227729943000000,1764227729943000000,143.61000000,sell,market,,,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764227730011041125,bitget,orderbook,1764227729959000000,1764227729924000000,143.60385714,,market,,,,,,,,,,,,143.60335714,312.90000000,143.60135714,540.50000000,143.60035714,759.10000000,143.59935714,925.30000000,143.59635714,33.70000000,143.60435714,56.10000000,143.62835714,523.30000000,143.62935714,5.50000000,143.63035714,98.00000000,143.63135714,141.30000000,2571.50000000,824.20000000
1764227730011041125,bitget,bbo,1764227729959000000,1764227729960000000,143.60385714,,market,,,,,,,,,,,,143.60335714,0.10000000,,,,,,,,,143.60435714,56.10000000,,,,,,,,,0.10000000,56.10000000
1764227730007824542,bitget,trade,1764227729948000000,1764227729956000000,143.60935714,sell,market,,,0.60000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
